Категория,Значение
C,922.7540806011235
B,5708.528281966091
C,377.2933012749664
D,7459.892553840858
C,1004.2306796279568
B,5820.099371761814
C,637.1594300151387
B,4580.635752531445
D,8626.614137583438
D,9919.945780584994
D,30.33511324758809
D,1923.315231950316
D,4442.179748742089
D,5560.005341199806
D,5962.741503808354
C,4190.460388618484
D,3170.098403566267
D,824.4868297632127
B,5261.985271221704
D,7179.659594575247
D,7326.803915702019
C,7627.571830943522
D,1311.6397303466058
D,3724.8670180985255
A,4149.519564982442
B,9930.010533785
D,3660.1569601761867
C,3304.279900121913
B,5358.219592126608
A,2708.29544315057
B,3245.394580029064
D,2777.6272849515303
A,6289.372254022208
A,4615.111836875268
C,1247.2299443209467
D,4379.788632462109
D,5070.7327779504685
D,8336.569188011044
B,8882.849687349864
B,7716.646862862658
A,4062.2216067025633
D,8273.549717685504
A,8790.844439451059
C,2646.5423973436446
C,8553.883362338676
D,6999.705078935564
A,5021.7774029176
D,1130.7150325682992
B,9652.807085154696
C,8264.515349015988
B,1347.2501601271638
A,2698.0140586565085
D,4564.963794300433
A,5833.327054959743
A,1097.5247827755288
B,3296.3771524355534
A,3624.466864383255
D,8109.75266291468
B,6184.1448571356395
A,8182.377906075937
A,4880.454340558664
D,8805.853608968268
D,4085.881846544038
C,7864.745724098881
D,9484.255289817893
D,8544.860603363908
B,7836.599517782799
B,5778.367295914654
D,4160.6683203035545
C,834.2179496959437
D,8972.29290197239
C,8074.696779474846
C,3002.303107375805
C,3770.0096904546654
B,5729.2086845254535
A,7262.997508745249
B,6645.478394920982
B,2176.629400405958
C,3074.0287108571815
C,4148.135328658016
B,7065.156422842146
A,2900.306372997866
D,5762.155944248613
A,9630.21214783631
D,7819.745439049126
C,6680.382096210562
A,4925.462257737452
C,954.3636201815403
C,438.966886006295
A,782.4964678424824
C,4609.922572739652
A,8067.345821043655
B,8266.358020719412
D,5494.790500641506
A,8879.125787241557
D,5948.859712913739
B,8574.228040278273
D,5176.859608546283
C,4293.852973434556
C,606.9310081340755
D,159.9102163247953
B,6351.401314312355
B,525.6493461386848
D,2451.160244283968
D,4227.431562767058
B,408.2818161703985
C,1945.4235208527155
B,3818.772338401567
A,7265.453898386456
D,5028.07907204245
B,3652.781839624306
A,6334.7365041129915
C,2355.0619808640895
A,4537.084572626176
A,6868.747822645657
C,9890.731296389788
A,8605.84981247601
A,149.12111950437665
A,6800.609041191839
D,8667.562117126365
A,3154.051398638923
D,7667.685525111627
C,8063.3480784094445
D,3302.3856306417943
C,1458.9253596063675
B,3786.0940689167305
B,2579.17858242208
C,432.1835237960604
B,6095.834403621637
A,285.19517880875594
A,3452.235120407177
B,3004.4371542397917
B,5308.321217403316
D,8806.776935288846
B,6673.6856417473755
A,7140.515544457257
D,8059.496628612811
A,6637.174252632506
A,9374.975371919358
B,9950.394074744343
D,3387.468096241713
C,2600.332966495192
C,6458.052700462529
C,8210.288588802598
A,996.3809365519564
A,4767.476399048378
B,2639.1589826984437
C,633.7532562045151
C,9372.860332063916
C,6912.136210804661
B,4755.687825206485
D,8375.732606212354
C,1326.1848052637342
C,9981.816776875588
C,1287.5550889180815
C,9904.024279206034
C,1760.792185051531
A,3301.223834218357
C,2696.8483489941177
D,9549.4578487538
D,9586.073727440464
A,8014.674745048234
A,5439.510025985552
B,6412.270879746434
D,1818.6090067793612
B,3060.414072925737
B,7074.173268819055
B,6097.685755797175
A,1850.4176723230319
D,6009.906373726214
D,8053.251122952354
C,6421.6331741537915
C,4003.3192951703318
A,6593.237576620058
B,2517.8870819630943
A,8762.619760245054
A,4365.58109111868
B,8356.311012578066
C,5413.147622013635
A,6463.109272929811
D,6983.873608650906
A,8555.183694336052
C,3541.92620974182
B,2367.0527361518425
B,3384.696840339256
D,5693.453076743297
B,1062.946074341512
D,9740.071652764764
B,4124.489804498761
A,9443.271519647076
C,202.80731323338333
C,4673.49144770585
D,612.5399587278105
C,1979.8910089743201
D,9354.906964648768
D,9786.908358899196
B,5646.7005761760365
A,4449.89074061467
B,9850.77680398098
A,1086.6459134147467
B,8235.429696343872
D,427.40628880295907
B,7923.590824389367
A,4131.50795038621
B,6769.473041765349
C,3305.9879242941383
C,5630.275049737839
B,7242.672117727337
A,4429.363397283804
C,4000.717733483351
C,1017.4075945609036
A,3294.1865683001115
B,4026.2154371486417
B,5635.401146062197
B,7933.343026863929
B,7797.859988476241
D,2948.017881620204
D,4240.8788467973545
D,8433.943190074697
D,4096.935849208409
B,2192.333338959665
A,5318.470250613528
A,443.29948581900084
D,5805.140879046411
A,3377.814640824641
C,9400.26026197998
C,4133.761690248643
D,6397.949914839302
D,7543.515560111606
D,9811.5261377111
C,4972.469777722941
C,7988.948316948148
D,8390.399938228344
C,1992.753709815985
C,6276.358379710409
B,5031.411286154638
D,9657.307851816036
B,4963.9900410690125
B,9678.084675754913
D,7970.541144339928
C,7136.618534659
C,9908.189299500349
B,2624.0535088342317
A,4100.147512702887
A,7645.337584022316
A,7455.849256624506
B,5041.93324559567
A,5488.874060106811
A,1497.1236986441518
D,2714.1967998339965
D,9295.471090949344
A,9063.579494766249
A,4722.166435423265
D,4918.057253094966
C,7771.943975268202
D,443.757584721544
A,6020.4175337908855
B,9499.145832397444
A,9776.919622029198
A,395.04823938391974
D,8871.454338266738
C,7485.956408239093
A,7232.164244802191
B,5500.854092326107
D,499.24673710451464
A,366.93517213172777
C,5114.0696283758625
B,9894.982321204772
D,3994.8415581802856
D,6955.343873286406
B,1566.4332011752676
A,7820.395787130235
C,3315.744218031123
C,2764.1172464186657
C,4627.046069607835
B,1758.0644951642141
A,2499.3699128576113
A,219.38523288506255
D,5409.368269624509
C,129.7571053417187
A,2555.124850328531
A,2457.1049076961526
A,8023.463003897137
B,3415.3571235179893
C,1236.3850135672953
A,8362.266640645195
C,5644.186770111798
C,2398.419917989057
C,6987.605558425769
D,9243.177576509783
A,816.462709471048
B,36.27261878102372
C,3754.3688416456844
D,5964.134313544583
D,3466.5006381769335
B,7733.522774941244
A,4681.706575694238
A,2995.0498867120855
D,6448.844679597266
B,3195.184702832972
D,3611.9771561339794
B,9020.812028281736
C,1.629997277648095
C,1982.8134978924977
D,8534.236104840442
D,7781.805696020605
D,7616.539282567299
B,9575.587631191
D,7858.362876513202
C,4243.412898525573
C,6685.827375651463
C,94.13947781089878
D,8320.479913230236
C,7116.883974142937
A,5015.182960236014
D,9810.972555281456
C,7573.245062500293
C,9261.222913310085
A,1856.0343087322965
B,9859.337398438483
B,9880.869907389902
B,8364.370095850376
C,4586.554879006675
D,5369.576334805236
B,5842.425156476915
C,4122.197530123351
D,6651.8396202577505
B,5627.249296410965
D,6059.87893798644
C,8390.933452554173
D,6436.927470861036
C,9921.852249912274
D,1977.786997874886
D,9404.796316499844
A,3635.6884774689124
A,336.139297004051
B,8369.162536617217
B,2573.592885225705
B,5894.406198442594
B,7759.990403847001
D,8978.43197042232
A,5092.136133808915
B,5794.176636820992
D,5006.373638870772
A,4589.737793837616
A,4625.525615101364
A,733.85614533996
D,9169.148016042114
A,1993.2050819211654
B,9916.979447223343
D,9752.440936205518
A,7765.648619509137
B,8221.60046227348
D,6512.833667667384
A,5865.408187150755
B,2923.0863972530124
C,41.12092374551619
C,6292.525182761482
A,4680.652833152738
B,9064.846502802735
B,5556.1069835204635
A,2532.132367727925
D,9461.373040903409
A,4783.820133080914
C,556.9803068590364
D,2496.8818909599154
A,530.4552475918803
C,8361.313423452317
C,2122.178024829623
A,3409.4727413283663
B,9755.309959260527
B,3549.8610230158893
D,5629.734780069705
B,2883.6707145739397
B,5855.572294743148
A,239.72473881150526
C,6480.990994225061
C,3720.038726608748
D,6015.668256578132
B,2284.29252399979
A,5301.663730176618
B,524.2083747414412
C,2701.2765295755007
A,7993.92714976377
C,2294.724890976966
B,5071.124847142161
D,9017.613557232266
C,9859.863408022266
A,3589.6185404986327
A,1630.7565631763127
C,9007.292193023462
B,3567.7662917722264
A,4680.4139430005025
B,439.3487793516368
A,6635.714038275731
A,424.23914436854386
A,9797.344171629082
D,4406.480058831042
D,623.2792387804785
A,2711.6163352318813
B,5094.203487325679
B,5427.4179344318545
A,8008.629634335979
C,2445.139935722598
D,8200.306785698687
D,7361.589828792134
A,6620.984835530769
D,238.4600773076347
C,3948.927529811166
B,120.86042153498228
A,6700.640147724037
A,2661.7930990269215
A,4761.4051708872985
A,187.74659000660228
D,4343.867344574986
B,9250.919803662051
C,9106.042328947718
A,3772.7629855158293
A,4832.958256560213
A,9048.596399736447
C,8028.740553770371
A,4054.0648313186766
B,7552.481950835847
B,867.7442456314615
D,3739.3435283481376
B,9565.478901047902
C,8158.041690452077
C,7600.407103390128
A,5076.488914520321
A,6944.899030244976
A,6134.70723978723
D,5380.034225834071
B,1787.8338369643418
D,9123.861467106226
A,2542.6587398851566
D,8649.242630716937
B,8282.030212966503
C,156.79849679279587
D,8472.308179910484
B,3799.6239394003437
D,9457.414338946686
C,3335.101906757104
B,8714.87133465714
B,6266.717109363601
D,5521.716076496589
B,6159.5795194858465
B,6452.569511283546
B,8784.422841823543
D,427.8715035172982
C,5653.716169992545
C,6164.8148208526545
D,5664.60190394781
C,4978.498409068755
D,3718.279214910275
D,7344.070410911093
D,3026.059449160033
D,4970.119783009131
B,2047.749405305541
B,6905.101747678922
C,3623.2359868380036
A,309.6838985278607
A,8890.695687831083
C,5951.627136375977
D,8152.937862074815
B,546.6158607682495
C,1443.5249809304996
D,7304.967285104968
D,4130.152669339073
A,8694.680478706941
A,8998.795070252878
B,8149.846150326542
A,9817.204353375992
D,9611.504183439802
C,1683.8910083588396
D,6889.269270424618
B,4237.918661545427
B,8537.269115520643
B,1193.9537592016727
B,1293.2972476995915
D,7398.648757057867
A,7627.328669516585
D,1601.5317535646748
D,3058.215047728357
C,4062.422859506038
D,1890.8560486708618
D,268.0540714220488
C,3855.9637683418164
C,8510.958727486173
C,7689.147867286215
C,1854.7181551429987
A,8491.050110693242
B,6137.654467087908
A,7312.435113060682
C,2620.874732216863
C,2289.2818735006804
D,4201.783804929843
D,4414.901809567372
B,1821.3011065339235
B,333.07699662238963
A,416.84981798078843
B,5925.557975825804
D,6233.616180903714
A,4390.482830913123
B,9336.367445420523
C,360.3581459886394
B,5297.869556872795
C,1354.84976384547
D,6795.741679877984
C,8056.996541203195
B,2065.669073092205
D,4804.999796080588
B,2484.938913650994
A,8036.656090541559
C,7755.6855001190415
C,541.6418670507888
D,9053.247659474146
C,3084.3457270293356
A,5796.640172487597
C,1416.2169190054985
C,9647.425822976214
B,1057.954013864012
C,6778.58506775689
C,3093.7129948961924
A,2780.0969694395194
C,889.0269233222355
C,4020.0551086493506
C,7542.704326516712
C,6521.398933467483
D,1577.929687264059
A,6260.358664228391
A,4926.34773808868
B,2260.2568703604616
B,3326.215265343425
B,5085.0301235772295
B,3355.8350428910762
A,4490.786326829445
C,1033.4093176014326
C,5009.826189579636
A,236.16403848142747
B,416.13415614428874
C,8554.319806227888
D,6080.829641797155
B,9736.66776910968
A,2851.0914387207795
B,3015.9830155801546
B,977.8924096186603
B,3809.1788756064407
A,8493.918429097113
D,3750.7515018888225
D,9725.773933121547
D,6002.789826368575
C,1504.8953667850376
D,5958.334736725465
B,8781.865538434837
D,3003.568982633204
C,4976.687346561892
C,7932.846249539896
B,8606.981312970172
A,8455.773887688954
B,5303.203999383708
B,5641.9804772252655
C,2610.6024314615806
D,8751.796603420777
B,8880.213441480852
B,5991.852434341925
C,7344.396724001573
D,2684.6232461738555
A,8500.733812180262
D,5526.294221027362
D,7995.337858995194
A,5592.697740355057
B,5883.860119935792
D,3901.6190476436827
A,5728.466999862719
A,1992.6559182728352
A,6383.919255149259
B,1252.1810476621274
C,1135.3689837316565
