Категория,Значение
C,3122.011168083369
A,9694.999451562828
C,5754.0249403305
A,2806.1765483327504
B,4623.2394725182685
B,9536.096945726988
A,3267.848395948618
C,4499.721853227136
B,1078.3565496626563
D,3766.9225054617546
C,5429.056913155401
D,9057.964078490852
B,3237.9080913799717
B,2610.5428369993056
B,8531.594481182603
D,92.99939805190823
A,6316.782987151108
A,1782.1549995885546
D,7374.677012717817
C,6708.249298024737
D,9085.458767545859
B,6363.3044949970745
B,3713.9979462963056
C,2245.8799713521466
C,9334.784334608332
C,5324.263293039211
C,3314.428276384476
B,8734.240778497733
C,7088.853934030789
C,9950.881885746785
D,888.7376796787765
D,7270.23082284368
C,6108.362281646664
D,6370.387382375853
B,346.405097794054
B,979.8168441227552
B,4913.55635928901
B,2099.9807422853883
B,2422.4113742977966
A,8410.002986395015
D,8594.078579761283
D,2677.952691124731
D,1802.2481112112644
B,6407.2783003050035
A,8629.513683763933
C,8325.130695434867
C,6146.170591514187
B,976.8251225941872
A,4466.998420159628
D,86.92649847888005
D,5673.943834734453
C,2499.521778739635
C,5648.022512217394
A,882.4818938675306
C,1917.7722189056435
C,6007.509790080875
B,8476.011124392138
C,9228.615437421364
A,2222.561123994333
A,1254.4475432752954
D,5814.614148107849
D,8717.269691497331
B,7823.380091158128
B,8348.063616342759
B,6042.693880042678
C,164.25716594360682
D,5797.370098955108
A,8956.330552570043
A,9845.854779822257
C,112.66882036749918
D,938.194651217327
D,1114.635821636654
D,4569.513940203129
C,9210.368223769126
D,1540.5585850729094
A,8385.932692267359
D,2378.0239727513117
A,1379.5863572797691
C,9801.296610653406
B,5763.215400935502
A,9263.568179372503
B,3731.252190096327
B,256.7034029282862
C,4192.842508411824
B,3860.452729814029
C,9568.553073793728
B,1192.522842630369
A,570.0008252294258
D,9310.485259091492
C,7549.320535576326
C,3608.948663398299
A,7817.296714808825
D,9160.964656265984
A,1579.2177755270145
C,3369.343856353633
D,7124.292840623436
C,4726.185034844979
B,8355.844221852785
C,4344.479595723144
A,6842.090408246039
B,9902.114475981041
A,432.1598577366419
D,9085.917514269218
B,7676.214525915528
B,3599.9030988195263
D,3376.104249411751
D,8363.986183463554
A,3488.237828645693
A,8349.148265705215
A,2348.2808033228403
C,9174.152381938904
A,8693.306478998778
C,1085.5189914737875
D,362.286497914057
C,4343.580442605167
C,2036.644204742567
B,9399.240913188656
D,6181.9573143055495
B,5025.259324204837
C,6172.518124459682
C,9548.212103924334
A,5448.288609694413
D,5098.456658421857
D,3072.0074825245742
C,8563.871635810383
C,377.15837442836346
A,1691.2731855842471
B,3868.5135009756596
B,7791.462706538132
B,2300.4387238195404
B,712.0670139200281
B,4320.455301374615
C,561.0179967730627
A,8140.056431916176
B,5751.319581036741
D,8120.224727288799
B,887.6454916574664
B,3550.2617566333806
A,8301.338076804477
C,4314.277365175947
C,8981.441436662544
A,8242.425279716443
C,2230.70124557146
B,1994.4600012641142
B,1996.1819112236162
B,2666.9533438824
D,3297.590434760791
B,2219.001940147862
D,1973.8391491276125
B,1797.2365416152315
D,2226.3858018989154
C,7791.77633631522
C,4627.809106034479
D,4464.083965988813
A,8868.113667903503
A,871.4748063414343
D,1643.472570592755
D,4145.930561489711
C,6215.539299147108
B,5408.722033336368
D,2113.1389980563295
B,536.3357752941095
A,3986.506676727613
A,9208.823813107301
D,3347.37378191676
A,7858.249963330494
D,5469.379382179263
B,4307.073825333215
A,7744.840478007947
D,7379.553399183285
D,5842.516784386955
C,1400.9403837076163
C,5340.688897293363
B,2451.1809404693845
C,217.64519868572003
B,360.27734294122007
B,7957.35182011093
D,7876.179145127941
B,1038.9608919036027
A,4123.1412021677415
D,7686.943000624477
A,8505.716785666787
D,6041.368494025546
A,4398.599038466058
A,2379.9374389550426
A,1914.5565173367088
D,7992.348318891914
D,1129.3673661475666
A,4050.635522912267
B,2012.0056411212722
A,455.03906650642904
D,3024.9081364288254
C,2685.0687893197874
D,2287.4609537093656
A,5050.982564717514
D,8713.57027700212
A,6031.114380990111
C,3689.1745969977364
B,979.7790175904398
A,5834.89878048165
A,7.793564935697474
A,5098.322114341658
D,3659.1576440312942
C,1304.765977942678
B,5136.17329421868
B,5103.002057400129
A,9904.38511800642
C,2107.840323791333
C,1381.6368057320674
C,6451.687423884195
C,4964.639684324563
C,4840.578319549872
C,549.0840512914842
D,4889.341837132986
D,5703.397447476782
C,5964.853428459822
B,3582.1780026296856
C,1353.8666058986153
B,870.5093137536769
A,5767.35021490426
D,5946.252820517993
B,4242.836702418178
C,2870.269153423439
D,4629.546930150645
D,481.7085229651462
A,4732.0932128547975
C,6746.306504545705
D,2016.9778815519844
D,9944.251515479493
A,6966.491088073649
C,206.19689882970695
D,9942.487456989486
C,2410.3808254548026
C,6670.122929848249
D,3865.7967699979886
C,1928.9722487995518
C,1042.4436718678137
B,1237.8044895262835
C,5185.515673518417
C,6241.627581044065
B,2951.031352161178
B,3171.777858113611
D,1518.172116539006
C,1847.9309257418684
B,395.6251892565126
A,9268.303752461814
C,4002.1164019925723
C,1384.8939425593771
C,5264.746662027847
A,958.2765540005174
A,6141.1760689630855
C,8976.77759894165
B,9381.945316747655
C,6745.4999733748355
C,6693.668711814802
A,910.8774582037702
A,8570.656034289073
D,5096.420274102871
C,9781.171770428395
D,755.3372024522085
A,7250.020181312348
B,5639.592632150032
C,4695.177185053302
B,2110.2374204092466
C,2970.3928714714566
B,8296.365471553967
A,5826.237711697009
B,3041.6903223919403
D,4319.0362882589025
D,1616.6575958522492
A,5943.613162348722
C,995.8172031271721
B,6596.426086680701
C,2556.799045951932
D,1267.6277558231595
B,3782.199836102166
A,4288.071085809699
B,3780.6761335102615
C,1000.5850271201557
A,9676.993063627822
A,5513.000429164542
C,5060.689824250998
D,8131.889673670629
B,1434.3739326246757
D,1045.3079644272295
A,1509.6706083192873
D,8356.664731864801
D,5895.564341907514
D,4156.204180925119
A,2046.0082571614844
D,5093.125680283185
C,4863.165047955639
A,2966.246069461396
D,9813.153721105562
C,3206.92590069547
B,7536.743959360064
A,2575.018394200451
D,5457.221224802037
A,9231.340414539329
D,5106.163662509187
D,4784.60174562679
A,1641.0139380023063
D,6446.942188238864
B,355.7103032850844
B,3860.5467742384826
B,5966.740344236127
C,6511.957735967776
D,2884.89656067954
C,2609.5759406032003
B,7508.232359016688
C,6443.94753177808
C,6272.231884468629
D,1293.7940760569
A,6205.878636622746
C,9528.35034072823
C,4460.173541548374
B,3031.1686440314306
D,3441.896951721018
A,8406.955636636998
C,3181.092114239093
C,6085.9010344699545
B,1367.0554616230916
D,433.3847914675828
A,6044.676818998069
D,1674.969582351504
C,7880.843659421468
A,6946.424425956559
C,3009.913388529818
A,693.1416075646958
C,3745.8685734644764
B,1420.4102292595837
C,8254.772193579622
D,3019.764851467854
D,764.3836327432706
C,7175.32981489644
D,9019.347743484179
A,4575.760987493617
C,2417.3516654986606
D,8102.697987999399
A,6561.66269832745
D,7570.4442626103055
D,1304.9180160881976
C,5656.181368724161
B,5883.330446816037
B,3034.5205575169084
D,2017.7193655123092
D,4356.022192683604
D,7552.57055442505
C,4374.535552511279
D,1208.4576608836046
D,3756.635770916222
D,4162.9457194010165
D,8193.849162345792
D,7717.087992689016
C,8577.974736223488
A,1722.1641369742692
A,8882.997576899388
A,5350.441043722158
B,9525.008571875058
B,7253.012056032749
D,6381.408395909899
A,8528.867713227824
B,4177.364253177734
D,7283.349472331655
D,1764.8580365268529
D,7811.548991936583
A,3029.958702086206
B,509.2635291329899
C,2258.2159716472747
B,8161.49922488195
D,1207.791058646266
B,1651.3530206893035
A,1618.3433428448873
D,6460.1354137588305
A,8925.6484912512
A,9134.550735616875
D,939.3461334333208
C,3547.3588284659086
C,1156.959441353245
D,7943.883158069994
B,9997.072417418041
D,4347.167869819293
D,7577.776298582618
B,2544.7029430494754
A,8285.903716786033
B,7219.686351618783
D,312.0417961335736
B,1154.9579812008776
C,7867.402936793469
D,2040.890431040099
A,5444.75048224041
D,9520.024441971575
C,1758.7588637362428
D,8276.455306082717
D,8586.760160573525
A,1889.32240500253
D,5374.302399782244
D,1044.9032354948583
B,1253.0232339029728
D,9147.652534801417
C,5937.080114445153
C,136.7422698155465
D,4222.798582154258
D,3188.644953795807
D,3388.9841063315275
C,7875.976537752865
B,7311.774825637596
A,3602.5500696767576
B,1861.350528040832
B,1641.6929876352547
B,5666.701543196047
D,6647.120817301094
D,8807.553152899567
D,7750.589158123296
D,9220.580694903541
D,8379.99826600165
C,6341.754720736348
B,1685.285153441783
A,6864.363295753908
B,6380.804734152493
D,3336.64771376216
A,5752.7883114775295
B,2047.578759854165
B,4500.936781428095
C,1349.236837256031
B,4987.174911190899
C,313.2870999398845
D,4472.527524227895
A,4134.743361281439
A,8351.637195731111
D,7602.581327581584
C,1874.1777692093667
B,3497.7127602635537
B,5386.326648930127
D,1349.1325166803229
C,1102.5033222853424
D,5665.245973268762
C,9295.82318667809
D,4245.864476891414
B,9921.512900311958
C,5693.790968921936
A,5898.222495770501
C,8059.07226301356
D,3197.814603924937
C,9989.835556913878
B,5153.853446956733
C,6128.26070822904
C,4076.6266525220326
B,4687.389748008639
B,1433.7993679006831
D,920.5776262515349
B,5712.65430802411
D,9489.852735452696
A,5592.543514857182
D,1003.4164754410092
D,2611.8693936864415
D,1210.654653615779
B,6003.147827584098
A,6204.158421366202
C,818.4626297948744
A,2270.01499879122
A,332.3744831620679
A,1649.5124651672359
B,9551.646350854342
A,5707.9636163527375
D,468.8771614726681
C,9926.36805222413
C,4072.6231147042618
B,4479.92038915115
A,2088.9167124892824
D,685.5160240785586
B,9337.550760840619
C,3400.7444136812996
D,2370.099161074349
B,4383.632107341415
D,6186.175229030857
C,6736.405016383327
D,6212.894722172442
A,8023.479557066944
D,3847.626636111358
C,8677.20008273782
A,8771.972399020606
C,6503.64894334889
C,5527.306646992049
B,4183.513975006299
C,734.8599388525128
A,4272.28806635547
D,2416.0011113854875
B,8277.41688649758
B,8085.468980793923
C,179.50307332916938
A,5503.451291527995
B,2329.2783224625314
D,5962.704082285809
D,233.16308702813922
C,4766.469099071744
B,184.8758512038684
C,974.021247735818
D,6845.615969589939
D,3886.3286230603067
C,1081.3792146524822
B,2165.138669263671
D,6921.321737731402
C,9124.691885182721
C,114.80323014256965
C,4435.214529367082
A,3206.4153793624555
A,3986.663378237185
D,1119.894831738617
C,2101.5951260586116
C,2146.3195730474044
B,5724.514013660236
C,5864.84428304955
D,3729.006131757516
D,8782.695316475518
B,6524.0089071413095
B,6316.463949623649
A,7624.493931307424
A,3695.4763053731776
C,611.6948340318146
B,4373.568585837466
D,7548.430714923164
A,3793.277106508824
A,544.6482746669612
B,7762.099442086071
D,325.44258297914956
D,4841.727918423051
D,8838.02071940985
B,7006.963574319576
C,1636.0669464287685
C,7006.238040652313
D,2713.8195102795084
D,8464.732530253239
C,8852.926060276504
C,4413.227817040711
A,389.6495968354776
A,4132.995980302566
B,1259.0634975621904
C,1705.15262699571
C,8539.823508231078
C,8589.836830495642
D,3631.6270367250363
D,2169.1974864171398
C,8316.445845893792
C,9765.857280580372
D,867.82787612394
B,1081.8758550309376
D,6294.7788832429815
B,370.28349180291315
D,5846.334456591696
D,8497.51715033638
C,5854.597193538214
C,6894.6398293593365
D,2564.454518963296
C,8089.468448392218
C,3344.3748320394025
B,7131.852978414937
D,3557.40938209334
C,2525.1453589786133
C,9886.917922068751
B,2343.916075126099
D,2655.4667409458207
C,52.842495889354275
A,2772.4910362633727
C,6065.613808668919
A,8292.6172522832
C,702.976563637596
D,125.85849696006719
D,2199.151104121254
A,6653.379840654044
D,9465.5260053694
C,7994.738878096531
C,2945.9917164309254
D,2956.58215443896
C,6881.892141006605
A,9882.530814149402
A,5251.183392911574
C,6322.685160647813
A,9537.00781713223
C,5527.887795327621
B,9793.300686782504
A,9994.465945332571
D,7092.557427164575
A,4177.351717567126
D,9737.751695381701
B,8040.059531980715
B,3839.2548201100903
C,7184.9681648431215
D,3499.5847809808383
C,6802.376389369809
B,9564.250915581466
B,1703.9016241089803
D,7738.93478849409
D,1000.0669738872733
C,2531.061824921112
B,197.85149132827536
B,1508.5385473875835
D,6316.153277890356
B,9181.721036644067
A,5829.552989086072
D,7349.68117369831
B,1145.9085203443497
C,5274.687369697979
A,5973.347307827429
C,1637.4683788053762
A,5557.9793666055975
A,4129.293736389958
C,2271.0320489120368
A,7663.1372516028
B,9277.324997775704
C,3042.751637175885
A,612.2026513728455
C,8346.226910277635
A,1997.5213812490638
C,7751.844979895182
D,9166.972555040471
B,7954.219915142021
B,8980.843494430294
D,8668.18585862207
A,2235.7349391907933
A,1943.814936830672
B,7140.863154245945
B,1344.1876282479009
C,5600.572609287531
A,686.8419858707798
C,4227.77247626909
B,6843.069776563744
A,5669.014987002158
C,269.46770904302
A,1855.3533274424653
C,8691.288932906366
A,7683.007375231753
B,6176.439401437737
A,409.54525251535534
B,9893.566871195528
D,4752.906103669784
B,5204.039896952658
B,3902.637692281815
B,6525.646927974673
A,5626.878824832413
C,3994.5608146944123
C,2566.385802335426
C,8468.967501740837
A,6471.644915344052
B,8020.460777281546
D,6343.468617630071
A,626.9101371635213
B,6069.665021269979
A,8164.255811479891
B,4610.679318018395
B,4806.32745143869
C,3094.044210183197
B,8087.82755352539
A,2874.817588435706
A,8485.578862056238
D,8533.801528618173
C,6481.258109098209
B,4441.515658512153
D,9858.283387014382
B,8115.586432510301
B,6157.67595026995
C,4275.184127508017
B,9239.449286105131
A,8697.155991936052
B,4880.055592723719
A,1762.9101830388186
B,9698.175155198602
D,3679.2034111621206
A,1383.4247130584768
B,8390.745415525025
A,9058.601118113205
A,84.86144189030057
C,9680.590260117735
B,9696.844885157887
C,7013.280029931121
A,6132.322740476115
A,2551.471666555407
D,4880.872274508824
A,7826.800102664382
B,1174.1865997538596
C,2685.7094975993978
A,5942.444609936567
D,9368.637322777777
A,5665.025080725483
A,8489.25687423705
D,4377.972914027772
B,6023.9015785946
A,6839.701020788864
C,8331.7887522082
B,8791.853804838283
A,6034.760974798331
D,4715.096236375855
A,5173.5713745595185
D,4876.4230711250575
C,4730.226989540172
B,8854.782067872044
B,8447.725500911989
D,9911.845182183224
D,8578.696629414351
D,5597.429466118114
C,6387.613384019423
B,1575.3829996463708
B,4431.406866819663
D,7691.808521801752
A,4110.325707785741
C,45.46486015101358
B,6503.78314916373
C,4505.007969664966
A,7339.041560639146
C,8868.24856802378
D,4817.123477688507
A,9383.654088590487
A,171.29537381016846
B,7129.710226765431
C,4154.408441874478
A,6712.360171362176
C,2486.1959208545877
D,8860.049215885254
A,7489.012005585213
C,5393.398586711427
C,6136.655693713693
B,8384.13603956134
C,6224.050743547376
A,8078.310147118819
A,6340.395636117584
C,2494.534794848783
B,3105.535615498459
B,9923.704116870795
C,4203.043553780817
B,6263.942510635778
D,3865.0597597141373
D,7759.301392411942
D,7455.514085167281
B,3724.9314737553996
D,799.4332275321093
B,433.57888261253714
A,6249.824832002868
A,9284.664881435925
C,1781.4501077072389
A,8436.761802947034
D,1297.2601343898539
D,5843.230424328977
A,6907.783203549774
C,5176.747066995778
D,7873.74038027766
A,134.29742394368313
B,2823.0442459762
B,2800.915586749936
D,3205.1760553952977
C,205.31941488994326
A,6247.542353750141
B,7132.322036679209
B,6834.138426787982
D,764.2581462310966
D,6709.425882410642
A,2283.953197263838
B,4439.14764004873
A,3917.2633350774695
D,3487.8779095381246
A,7462.628308524628
D,1857.600302725298
B,9314.541650246374
D,247.55309555675606
B,965.0584043422979
B,1604.8624697240684
D,5521.747067641706
C,6667.179991162104
C,8209.18381068655
A,7346.558500353622
A,2073.8554891715467
C,2752.65290255689
B,666.3043646913834
C,9799.917783127888
B,4841.641648447728
B,149.0137779228245
C,1242.4610337597392
D,7796.988536450575
A,4115.199972883293
C,7052.889035357219
C,1051.4131387632244
D,4774.514840632558
C,5932.058025980137
D,1043.269046009485
C,7792.852490488259
C,2433.134033772813
B,8842.551139298834
A,5401.911541457465
A,4059.285509839192
D,5695.814138241636
B,8674.300819259393
C,2856.1797559731435
A,8290.557702521935
A,6583.626725905978
C,4063.762816952644
D,5133.959918727866
B,2213.9993947029516
B,2554.5289751476625
D,8974.720264800715
D,3123.4485238779534
A,6741.262677400948
A,1352.6937059651336
D,5454.207966048393
B,2835.1224716665793
D,9636.146264092724
C,2809.0540629568272
D,5783.816847371004
A,4946.060486480133
A,519.4420449959829
D,3676.2804707176488
D,5063.525703180876
D,7196.630488841231
C,5012.405517773306
B,4370.726918936771
A,5594.421172354214
A,7217.635224275396
A,7336.796004172385
C,7243.653208928739
D,4918.775895433982
B,3193.409009877397
A,9578.684549915419
C,2171.769369956425
D,7875.337796654814
A,8637.166745548468
A,2963.4539055287414
D,3684.6516676116926
D,45.98306837506608
