Категория,Значение
C,3219.550319849247
D,699.227927343771
A,9304.738680816678
D,5468.405634608647
A,8110.844282353894
A,3318.091183319164
D,4489.971312798445
C,5925.201760093764
C,7293.859611492981
B,1218.145514323566
C,4529.371089891699
C,1563.306178848388
D,7594.683145341327
C,8593.421981649759
A,8196.250897744078
A,2901.3303320431546
D,3916.4491651262038
C,5263.104388289335
B,1254.5126491909984
A,2536.7520666548808
A,8226.708609107358
C,7613.665057279384
B,998.6592646093962
D,6870.873936052404
D,4440.215712311718
C,2018.922351674077
A,6088.329939312258
D,2925.1398552140477
D,6379.9600057070065
C,4887.93301925351
B,3232.893891873203
B,7829.180286016282
A,5219.420480343206
B,9745.236653233267
B,1817.8694175163741
A,2662.2895643042866
A,2150.263337096458
D,9376.371487654822
B,6816.8509165926625
B,7252.904457741247
D,5326.753938026379
A,4989.304610613381
D,6976.455259254647
B,1799.0074003271286
B,1845.415362447565
A,1053.2522052941117
C,7655.915004815306
C,5450.583410130443
B,1411.5783454191792
D,6191.96291830312
D,2568.2440304809243
D,2485.5098558447635
A,1445.5566238967674
C,6916.475471593338
D,2026.1382155583344
D,664.6370579261513
D,8353.335512898111
C,4705.400283451745
A,2775.595453700872
B,3104.5144605916744
A,3661.8437043857048
A,579.4833361564272
D,9822.225438247906
A,3265.9556394802416
D,2836.2291129793452
D,1539.7892106068382
D,7226.2872599455895
D,613.6548496318617
B,9849.02277943508
C,7925.060723033089
A,1965.3303988024707
B,4703.365432585734
C,2278.4445731845035
A,4936.699820892549
B,2471.1275959209497
C,6746.4139489229665
D,7010.464743720682
B,2186.036841164217
B,895.9287321942612
D,7445.97246112787
C,7641.889665585708
D,8105.244888418342
A,7884.405989179082
C,5542.639445079311
B,6408.658757522825
B,8447.120542051536
D,8140.089265245185
D,3793.687481685021
A,9369.010590627317
B,2551.2724805064286
B,7055.223949149964
C,3679.108086655165
D,2381.088090852578
B,4299.205825719473
D,6928.581161307507
A,1636.9863735597994
B,997.4492643093523
B,3478.1223582759835
B,5543.320921171235
A,9699.44720120946
C,4363.752581321698
B,4583.0417227025955
A,9128.098111222738
B,8917.246936701118
B,9396.590373129327
C,552.9809165776186
A,3679.3879734791785
D,4556.6471847341545
A,1412.9105331585442
B,7284.263260842146
C,8426.118147268222
C,1579.1461341587326
B,372.8519365550495
A,2102.973298064829
C,5596.2352018452
D,3966.971540115102
D,1217.5657656817066
A,9073.837775958364
B,3836.6851973307193
A,1271.5583334418068
D,2263.6515310819204
A,1224.7234025737616
A,6110.10503947241
C,2028.5491390629281
B,9982.073985733092
C,8934.902372282748
D,5822.509814009941
B,9531.300536133765
B,6380.698186921613
B,1445.7118049999515
A,9123.533391323504
C,6844.648431749251
A,8111.720747268957
D,4836.34275926597
D,576.9838661279822
B,466.9240912224307
A,3598.114098100979
A,9515.236769439576
B,3425.377187923506
D,6455.130988322049
A,7539.582952424084
B,3720.00279148659
C,6211.784192859993
C,4809.938565104437
B,5238.136684100111
D,6981.022500361544
C,9341.966599552903
A,3571.132498155966
A,9750.446614049555
B,2746.1193975199417
A,6940.395172155192
B,2073.7148890472536
A,817.599738964303
B,2624.2767351377483
C,6812.84005774571
A,7032.83235127356
D,5037.647321584761
D,9062.28559780895
C,2765.281869357663
B,9411.491248029712
C,7609.393454011964
A,6614.92205497901
B,3741.704639022037
D,8493.387016242892
D,1028.114221821041
C,2146.9850662252325
D,4537.647655358474
C,5740.951238494146
A,6368.126201627006
B,7326.259854533784
C,6389.525775666092
B,5243.990322270765
C,1539.715306642239
A,2981.429266222224
A,2282.430882594031
D,2426.6103259452548
C,3783.722825280046
B,2962.7604255841375
A,2800.697227800885
D,5821.236117365371
A,1798.790050894514
B,6041.414052479145
A,3019.768219680947
D,5394.162830523849
C,4250.424675570113
A,7676.0140333732825
D,3278.226724611004
C,9174.81595538701
C,7954.8770452649205
C,6808.120627963075
C,5321.914476753292
B,1393.2984403619494
D,1588.5790410691345
A,6562.004072237804
D,7608.658733092256
D,1670.6922548936345
C,6093.5950357532
A,8853.438620906913
C,9174.751226506776
A,6282.587008904884
B,8664.034253811318
D,5367.840573946283
D,793.4342975427948
D,4268.121415706162
C,445.3687778515824
B,2030.539102317626
B,2420.3364340601365
B,1650.5904487958392
D,6516.581890385649
C,887.3993435819951
A,711.052916740634
A,1500.8894481745729
B,4574.798041916735
B,2451.5864761299713
D,258.71938677336675
C,6872.517891113102
B,2281.9742538489777
B,5868.003944795292
A,8858.685596866353
B,9234.643179131786
B,8479.957986335552
D,8714.174407688528
A,5513.184423526197
B,8734.273241204613
A,7463.147451103014
D,3945.1880921061484
B,605.6374203508855
A,731.5612801714746
B,2004.8961225627363
A,2586.0860124845776
B,8402.235827668583
C,8125.437721656127
A,7563.934843290948
A,1496.3551260868314
A,1593.477716695035
A,4888.570526255167
B,2358.494002157304
C,8623.920067282415
C,8980.99759575018
A,7620.88587177111
B,5706.082046263963
D,2074.890465731292
C,6266.886723334893
C,7333.40088294047
C,3253.496484836682
D,56.65981138484372
B,9259.036924580272
C,6210.537110700205
A,326.8262825334339
D,4905.192022190396
C,2951.3994161592495
A,2185.0663430118093
D,8400.452938822784
C,4480.127602133618
C,5195.781126307438
D,6281.343642091309
B,5859.6967021036035
C,1116.4762488197669
B,9290.785558341655
C,6123.926166448631
A,4390.852855720481
A,9351.099512614788
B,5950.924582996126
D,651.6155893220325
A,3835.782018788959
A,2846.8173593739175
C,7838.570196997241
A,9151.51602757138
D,1158.4930519113664
B,2249.338438978844
C,7242.636769504524
B,5487.191450662094
C,3579.2410877234784
A,4809.855181951159
A,7646.730551571575
D,533.3504405166073
B,9972.134258575872
D,5616.291271504478
A,3756.5210820424113
D,5499.867942302849
D,9734.38936550802
A,8639.778700234054
A,168.11506767795487
D,1296.4689503144648
C,4682.5681360270255
B,6588.132694314456
A,5399.453516579242
D,3701.9945637965475
A,7226.625303506147
D,6669.694961062706
A,1868.6570490293436
D,9271.688014117166
A,6540.910330818972
D,5222.636200375842
A,7850.953278756092
D,5970.3036674681525
B,1929.3823153097671
D,4082.4847457741284
C,2276.0875640906147
D,4924.797594628532
C,8369.78791431876
B,2784.7750532248033
C,4268.844687264445
C,4204.280591161568
C,4056.4456809561225
A,8237.465269402934
A,9121.460618424564
A,1958.5110389266463
D,2944.2221352527054
D,5384.214373121383
D,5676.4480379868755
B,5073.96042839624
C,8338.518129663344
A,4270.473516085597
A,17.135147805296633
A,8287.960839378076
A,7444.682212863551
A,8289.253247346045
D,9137.589551864628
A,2951.263974596923
D,6015.022527397744
D,4865.786352858066
D,3993.374953381993
D,2733.3064778547496
D,2007.2562166371572
A,5686.6560461183435
C,5453.276740955357
B,8964.640596968826
B,5739.11625693316
D,9293.957509092255
A,9806.207476653435
A,9804.800223540993
B,1089.1128535685275
D,1787.2175193885384
D,1175.401056955177
B,6764.4967082636
D,5971.670580885264
B,9005.969395366565
A,8819.38490670651
B,4703.829943880284
A,2023.90807210602
C,8506.587070897407
D,8955.803046638834
B,7488.118798340109
D,9454.421295261329
B,771.4962372420769
B,8029.503230547323
A,6181.5271543439985
A,1748.0737998541845
C,4992.251474289621
C,2732.680149564734
A,8876.354540755048
C,2697.349994996593
A,2752.0853020515046
D,1790.0375674149302
D,983.7598416439619
B,6410.123216912992
C,3925.1495773965084
A,254.278908816892
A,1490.9423481506822
A,5058.595879905932
C,4901.293387977496
D,650.6401728610003
B,2150.378339890795
D,4235.031074359358
A,5243.360268727156
D,4471.034678914361
D,3641.2652067521044
C,4212.098496400954
B,3584.523680095361
D,2688.2841274928046
B,8042.603858448374
A,1372.245824858938
C,8782.408024645654
B,7965.083591608964
B,2681.5126294352326
D,3139.966742747972
B,813.4528752380454
C,6083.895049629467
C,3732.1461906025697
C,1369.4612902467568
C,449.2677652815433
C,6255.485296268452
A,3902.5896107544577
C,3961.7473033545275
D,776.683857428684
B,5637.231505900765
B,5234.367601547228
C,6262.0196332324695
C,7453.666985365752
B,3839.2396687841883
B,1495.2296281804065
D,5355.1434484083575
D,9313.922339905075
A,6308.611150952709
D,999.4988804975654
A,7550.673150882622
A,17.49381593379289
A,7300.066773558465
C,6268.230901925242
A,9151.529862754896
C,965.1817615486069
C,4295.125564479246
B,7536.652634924908
C,1727.2171678698653
B,1760.319208533562
C,5031.007618215727
C,1169.6909000022788
A,7014.872633294715
A,369.03322823859787
D,2878.724522445731
B,3315.533482922212
D,6243.4690798678785
D,980.3247610896543
A,3887.880747071631
A,9048.404984059198
C,7931.53343967139
C,2008.8117508461505
B,1477.198480717865
C,5485.433926690584
C,4828.904192851546
D,1080.691196894573
A,6159.373435719272
B,6541.783511325565
B,5446.038221894585
D,1505.0471551919593
D,1861.029736643211
D,8702.855400371114
A,760.1349685238371
C,2677.6837697574247
C,3696.667844570287
D,8891.148784071855
D,860.1482142951791
C,1275.0221037130182
B,150.21931623225538
B,4615.044243993946
C,7098.818488196371
D,4062.6914562192837
D,8152.410638630173
A,8931.279710352648
C,1186.2402805488123
C,2980.252479644939
C,8334.902013534682
C,4504.257515529903
A,3218.5537079525693
A,2031.621325163449
B,4651.538944830739
D,6235.415332603176
A,1502.450841577745
A,6807.467479470636
C,893.9915092354886
D,9109.156011979
C,373.4328581531176
B,8843.683395978389
C,9262.67908658261
C,9397.628487034193
D,5516.132174461907
A,9913.289803179407
D,8602.963285055128
A,8410.594494138646
D,3469.174175832756
C,4185.887776262656
C,7917.071027012553
D,595.4099395081132
B,2094.5771813713973
D,4501.805553109942
C,2794.7270027184118
B,6589.897041100816
B,4509.217905640621
C,1177.6308341604574
C,6868.908693853137
A,3938.888526280395
D,1465.0843738332621
D,7243.853705563219
D,3152.8949871245695
C,3685.7782612919586
D,8062.1568772387545
C,1330.8220561254152
A,1343.6093173602414
B,3533.5205156539823
C,8916.43318400483
A,6663.946310289838
A,3507.1138073983466
C,1319.2739236230832
D,5775.898614401563
B,4571.150982238902
D,8536.886573234608
D,3762.2003778821113
D,6874.340244290495
D,2111.337493275647
B,7932.414057530875
B,7429.245885502583
A,2111.013118821555
D,763.6453093455181
B,9704.755832368475
C,5077.72160799622
B,7590.739744118839
D,1669.6048443398836
C,5076.042535109725
D,7439.377069515603
A,1468.8223979813135
C,6025.211728073918
A,6111.586197652982
D,9746.420970544885
A,4397.627660069724
C,9709.17975572749
B,9465.381923863186
D,7243.217094406545
A,4799.9887584749085
A,4476.169447388394
C,3470.5017975585997
A,8253.8159863746
D,8591.838036738613
B,4370.459382536409
D,5867.2749947204065
D,638.4998966986767
A,3592.8935848980686
D,2002.8418017916172
B,4943.03093885617
B,9897.49576551661
A,2527.1005524031316
B,4135.502453313587
A,1240.3341732829126
D,6349.560079852053
A,5356.383868092358
C,8799.20171902669
B,9685.242389139135
D,7549.448016780404
B,4207.102425976074
C,9191.303377484992
A,8439.422545682224
C,8705.381914878011
C,1424.4694673296433
A,1938.6654184662864
B,5336.324786099068
C,1552.0254393697444
D,3970.364152585935
C,2785.027549300412
B,4121.26926874885
C,8637.3429419293
D,5252.482073267215
D,2940.4545143438017
A,9750.816328389114
A,8677.628872889201
A,5680.633107203314
B,2912.437934653797
A,539.250764232646
C,1788.2891889109196
A,1582.4773298976356
D,574.0063258773309
D,7834.247462915298
A,8407.095713950928
A,6372.333996983452
B,3982.0705137604027
A,8889.77139165661
D,1632.9689675445939
A,4768.791698001353
C,8157.0160785095595
B,451.6059568129282
A,8247.01855450879
D,8189.064757630633
A,161.04919731976025
C,6868.3618397246755
A,4820.799005202311
A,9710.625497233441
D,8335.865999942775
B,5314.417105364704
B,5862.823460599517
C,6300.841446692413
C,6211.500329161935
C,7886.13823416752
A,3583.7779128450507
B,9011.793919707796
B,3398.978304142479
A,8948.198331325797
D,8930.492627789372
C,3235.4481718804163
B,256.06653039737466
B,1780.2963134483248
D,4954.28991596727
D,7194.593332584395
B,8117.859174626259
C,3503.8407548937853
A,2847.485875297111
D,6242.072198572017
B,9792.04509624135
C,431.83816819179543
C,4776.694839550905
D,9961.385663788684
A,7626.871497434087
A,3125.1918761884895
C,3991.9253965814414
D,7525.079424443327
C,7932.3387808553925
B,4188.6758686874755
C,9381.014967287128
C,8186.436799426038
A,3818.4997527593728
A,5018.655280181008
A,8426.661432645411
B,5077.080116161904
B,7682.436182684652
B,6284.654999571417
D,3556.947043796532
C,502.87195004445056
D,3230.689960779859
D,1221.097535932505
C,2034.053133874743
D,8163.344222410104
D,3731.653010649649
C,4850.584133751433
C,7170.812647914533
D,9756.181756320611
C,4528.779375717722
B,6618.317204502735
D,9892.552496958831
D,2883.618869710268
B,686.2396988477713
C,7227.714413529361
C,9602.544357065453
D,5710.556535716377
A,5843.628466437107
C,5962.545319875414
D,5092.913861251592
D,8223.70259496168
C,5568.704990909532
A,1087.2280370678423
B,61.35778892007733
D,5791.779862173839
D,7393.849360357466
B,1663.7413737789514
A,6804.303308401224
D,4432.390773871534
D,3573.6961998141455
A,3914.6886183823804
D,8558.686291962966
B,4056.513996641987
D,8847.860174290976
C,4310.420142031299
B,1516.22293885369
B,8588.49050851233
B,3089.6763405877837
C,3713.9007339949108
A,5250.250675856921
A,9336.425119388017
B,1757.8871033667692
C,2065.428650977541
A,1646.4364666953752
C,887.8332742540474
B,2545.8728345403283
C,6958.103293843824
A,3239.2599013921244
C,741.1332881157344
D,8567.678338149655
D,761.5428229318526
D,1269.2419308876867
D,5142.2490271225115
A,4121.686200367022
C,4809.460289319909
B,2955.2997528425394
C,181.8985408744841
B,7188.594136742699
C,1250.202528169408
B,5674.6894553263555
A,4799.0112951370575
B,4352.9593198874945
A,7740.715541693894
A,9446.076129598647
D,4753.748402339351
A,1610.3558538703387
D,2535.3228489391613
B,8386.702492172903
C,4287.5497019817285
B,6568.703507289238
D,1401.4498611650606
D,5119.125215304349
D,8923.62362796732
B,2956.036921093288
B,7377.078393374364
D,9714.116912317275
A,1489.315360788747
C,471.3796131000338
A,6293.278570510503
B,8616.3655099215
B,2607.308894406226
B,1891.661446447513
A,231.90810346568952
A,5593.106607970154
C,8561.724423237341
A,9467.477571119927
C,1501.3223951125508
B,5436.617339566298
C,3243.1923265562086
A,1524.1287321214113
B,305.9856363961374
A,2470.9402815689277
B,2252.007614158353
C,6745.905128431299
D,6528.351755541579
C,6183.73460538534
A,2715.9619723220326
C,939.9232581303161
D,793.8771688669614
B,381.20061263032227
A,6640.929597521848
A,9142.74470728244
B,9723.58685511181
D,8274.352443350168
D,4086.521847040233
D,870.4925534951713
D,6252.160393386154
B,2248.0877788585576
A,8574.839610907424
C,1544.1079772941864
D,3333.6800317404063
D,2272.8804881759424
A,5021.052927772585
D,9757.478485314274
D,966.5742190690521
B,5622.100253678814
D,7457.386879869335
B,9511.81739821278
A,1439.358542664673
A,8891.190997459287
C,7435.752582238042
C,5340.930279397865
A,384.54209658211425
B,1422.0004193685156
C,4175.858555461401
C,8317.272285051144
A,7485.4906693698
B,8920.380830449985
A,3504.210872035675
D,2363.8766408712763
A,7601.534671452367
B,205.0102690265577
B,1524.4167600180356
D,4545.96836290708
C,6769.125051481987
B,8318.337230691128
C,301.12178874472164
D,260.04905437932223
A,7286.5354029410955
C,5332.232791386163
C,2419.3582059539654
D,3869.759062529906
C,8103.221008946041
B,2630.2384855173354
D,7611.837623923075
B,1807.703073934161
A,4881.027153023065
D,6135.161148308358
D,9029.912489320703
A,6627.858957553249
C,6365.256921973424
C,7198.827894546074
D,2898.3383491434856
B,2482.677545791786
B,5618.083921676478
A,4980.633351098532
B,9551.88732276544
B,2005.2918672744443
D,5326.357897592915
A,3805.6885692178644
D,2773.7730418855176
A,8546.798929932167
A,3165.810322758037
D,9391.62186845709
A,6044.257825308916
A,2540.016864740818
B,2116.7957578830815
C,1105.3992210187332
D,7450.06144931025
B,3352.4557186839693
A,754.5704160853085
A,3930.672667629912
C,3817.7086266507563
B,1374.980078897084
D,9636.06321639553
D,3231.753587892617
A,3047.2478992066594
D,4916.610249495632
D,173.1611024044357
A,8283.420167187795
A,3200.6424221483767
C,3530.206932186487
A,9901.272952795349
B,2406.023525028587
B,4853.130150821051
C,3529.059964746097
B,9826.00606778323
D,3830.343653190644
D,232.97003559174968
C,3710.0456386462743
C,9455.411738883176
B,1122.8631364245175
C,9628.534450976453
B,2283.507119225955
D,7947.974417085099
A,9963.46308916526
B,6488.969186520214
D,4554.542591417425
B,3239.19631291541
C,5054.945259594987
A,9531.734336329406
D,8260.248753979433
B,3626.8093564116552
A,6051.559491397815
C,4429.366777389837
D,9189.491301546184
B,2706.3411801648153
C,8274.956364843349
C,7774.13747520651
D,152.90191845346834
C,4705.333591549205
B,8719.188609749259
C,173.7780646972359
B,7510.257509426678
D,4626.081341454969
C,7744.084772630476
A,9452.25788059326
D,7552.8969072429645
C,7613.668200706581
D,7758.73217963826
C,9369.621166343715
B,9110.93654538134
B,8771.059965481054
C,4092.938198527182
C,2254.395725721417
B,1556.5358817857011
A,9865.74102985805
A,3939.814048157071
B,8972.173732472551
D,7720.647886324717
B,6098.768392800122
D,2984.287259639974
A,6070.228624821831
C,2120.296095660894
B,6377.180278015685
C,4565.105213079345
D,8456.582525158045
A,6344.703985587736
A,8713.32974494175
B,6470.248251039393
B,5396.342283083092
B,5026.257705970738
C,7214.747075231658
B,2171.8262703265627
C,7415.892791791258
C,7767.644538999224
C,187.99002812172398
D,2845.793614771013
B,9405.089257653373
A,2897.910287421544
D,2874.42545578544
D,615.9122893591922
A,7652.626523813316
B,6501.995054863836
D,9648.955372864028
A,9511.990439798206
A,1199.1617081553886
D,7786.303663897286
A,8226.557120039688
B,2701.2916078291096
D,9442.649378375618
B,2899.233228232397
A,1911.6558333907126
A,6338.998678801582
C,2780.613868020512
A,8267.684355244186
D,8124.613764470975
C,7082.386747097633
A,9122.686795301359
C,3146.506031121559
C,6516.8355429343555
D,922.0364385018712
D,2621.460868448837
A,2498.188476564814
A,5224.607574087201
B,6042.25045932954
C,4551.548033564679
D,8232.844966217259
B,1856.786556384298
A,5020.023302554047
A,9581.534059012069
B,8746.060864035504
A,9427.142440730764
D,5908.450853780789
D,8822.945538960415
A,5946.178928037839
A,6576.393704289619
C,4830.894364508344
D,8567.49447702904
A,9248.172216809568
C,4279.111721945965
A,2846.6777845515107
B,9939.572118577269
C,2323.079230937732
A,7758.049017121721
D,537.1898282301472
D,6434.565406128211
B,9848.840331463532
