Категория,Значение
B,1029.0295928852877
B,4814.015050614262
C,2667.966460228913
C,6602.042745489036
C,2238.7150020655504
B,7185.616707708488
A,1866.380424253608
B,4499.736328503768
B,3832.5559326461907
C,4575.526157634903
B,6588.600591097975
A,4232.04264006749
C,8020.76382341421
B,5210.154903880862
B,4630.250618045271
B,542.293251758155
C,6303.585062663529
D,7664.151997823857
A,739.5315282446328
C,4297.130403256436
C,1585.1378944829582
D,7542.699632668153
D,4984.8619182497905
D,5740.231797040532
D,2621.7291377433976
A,8588.234292360738
C,3539.6156677801214
C,1562.325371073537
B,8219.221373631064
B,1146.2527177393147
A,4883.844568488515
C,9971.017457356991
C,5375.131009157238
B,2673.3992088287546
C,6355.554357554163
A,7231.577702927644
A,6728.542453995668
B,3958.923887049211
C,2790.9380142696923
C,3467.8972397557063
A,4478.150788587436
C,4555.658287578075
A,1567.3861728222362
A,9015.997106313758
D,7216.149386659321
B,1446.7293157107626
C,8217.714998560232
A,3794.5560940283262
D,8093.120864915084
D,3142.9087180196316
B,4415.613803149692
C,6634.330102686176
C,6213.302818772424
C,8719.332130822562
A,222.90572563552234
A,1405.289441713501
B,2410.067060019867
C,5689.258921439803
A,7237.312525368441
D,845.9107005265666
A,8848.600742950346
C,9510.376905243636
D,2121.019721354205
D,2576.0373507947156
D,4655.4934884753175
A,399.606676933602
D,3811.5085437959833
D,3114.1599557012423
A,7434.79502224024
B,7077.250612171612
C,53.82067551820335
C,4839.880209262537
D,57.70246362769415
C,7159.248612932884
A,3021.512765337491
C,1839.0149857344443
A,1064.5349915304532
D,8752.694597560256
B,7985.683665489211
C,8909.804311894613
D,51.62482263637987
C,4246.969121770787
A,6576.94647162281
D,8588.998219593135
D,5963.751467790443
B,4485.701777589322
D,8352.478149217452
C,4725.232313976887
A,1847.613223768511
C,4249.94552729482
B,4118.115815151573
D,6495.657323333787
C,3429.401152784996
B,6299.378438311272
C,3797.289314289798
C,886.9773824524274
C,2292.047175402791
A,3240.5976241428693
C,2692.49689883405
A,5729.537193585268
A,8334.370666253259
D,3183.7482455781446
C,1886.2252511408992
C,6893.647667889099
C,5873.997591649257
C,9761.555177961203
A,1274.8049733797468
B,3913.7402556346115
D,3196.3781339374177
B,8112.774510005741
C,9074.670659295434
B,9078.095339549429
D,3917.7362840653855
A,5107.574706902307
A,8845.861400906057
D,7277.545040389709
D,3791.4068449610118
A,5166.623265284687
D,9957.40482820253
C,9232.160008828914
A,798.6084947626417
A,6037.963437035239
B,666.5484353115937
A,2641.414040081366
B,4346.788084074178
D,3680.3990917844953
D,1043.0938767465807
B,5613.153368832142
B,9554.921459811583
A,7322.827456061125
B,242.0802111483198
D,6224.575869661384
C,3684.2974222645735
C,9247.574660291133
C,9123.372629360076
C,3968.3061916979527
C,4789.322431960121
A,3364.788654008844
B,3323.2641605170484
D,4916.668299261618
C,420.1142755034053
A,5897.342479147264
A,274.10209911003244
C,4716.8132244036515
B,7330.116660560338
A,7790.794092751838
D,2033.6971739133946
A,7720.454979768681
A,1822.1710491920328
A,8470.540475583526
D,3530.264202713774
D,8576.008266402801
B,6522.125615215037
B,4604.875100604541
C,7414.6490594642155
D,9510.106669684117
A,2558.6552397834234
B,460.1403768093023
A,5462.6014951024545
C,7563.226739100075
D,4323.475647480627
C,3575.8247426778007
C,3018.2896250597387
D,5060.924167256809
C,1525.9315769187738
B,2823.1439021881524
D,4475.250186983266
C,3692.626098419585
C,9443.248620889895
C,6897.732263835889
C,468.35428162992383
C,4024.328910011426
C,9324.71292646358
D,3581.274328656258
B,8039.916658888106
B,870.7015566987533
A,3443.244294158651
C,4148.819726349608
A,3443.4507818828984
B,7819.298357540147
B,9122.782422458464
D,5523.2166424350235
C,8172.50623171993
A,8388.255530963605
C,9028.787123948372
B,2810.080253565227
C,3647.9071674164675
D,7103.818567341481
A,2517.629726888676
C,6266.66209579642
B,7435.1990528787055
A,9096.658753017304
B,890.658178724378
B,6391.639306655273
C,6014.066638163647
C,2121.57480830606
A,1439.6571023253362
A,2592.1067035630595
D,9277.000840107165
B,5180.603661829343
B,7125.454751617023
B,2046.5652983816856
A,5786.647840109595
A,9173.799652582542
C,2741.6326529534563
B,1728.4283329847142
D,1607.3117905890647
C,6734.130768242022
C,4923.148864189853
A,2337.366567316027
B,3834.293810482169
B,2268.062610109655
B,6766.01871579451
C,7350.839505506041
C,7611.7123701577975
B,4586.9769602774195
B,9084.569805512658
A,6070.527114520689
A,3864.3120209210483
C,3411.564720154343
D,9166.595478562609
A,1720.9771238537862
A,2958.563203921174
A,2345.2990463001465
D,4865.06181519024
B,3114.6860357815467
D,3397.844828345172
B,4709.273632392025
A,6482.92592619226
D,2731.1467690287936
B,4521.425065752051
C,1446.4887420637967
D,8942.801705399444
B,287.4309888784418
D,5269.7125814558285
A,2349.2948177376006
D,6079.423235580935
A,9632.100483707782
B,2103.958692093855
A,5677.50213715992
A,1055.2754160260365
B,6669.305864340256
D,4572.871831620946
D,3397.939607282559
B,4911.978827292566
A,1003.6822337669995
A,4822.374021345709
B,9010.780216573614
B,9753.829417663803
A,1980.4992190912083
A,6610.337405882982
D,8055.520158556792
A,7803.895160166023
A,4957.293272208638
B,9209.876274379088
A,3028.484633217528
B,1085.7326168542183
D,751.4491238835418
B,7738.507423110695
A,700.4743034666137
A,7882.588343337167
C,7271.636101063224
B,3577.424550915603
B,8010.9303809173625
B,7470.052453118944
D,657.6970828294824
D,4214.7472087474325
C,3142.9230987539127
A,8122.090481694064
C,634.8983930324039
C,8544.896909908195
C,9102.664375788216
D,9118.961763266334
C,201.13847934997312
C,9823.352596894092
D,8446.245943067026
C,5548.964739972265
C,3414.685561497219
B,5401.5495718771535
C,1221.1037197331766
C,279.92802478866014
A,5576.384640363314
A,8619.051758389303
D,2476.2821911464307
A,9504.479346159509
C,8293.234357882557
C,8401.54850477854
A,8557.029683231614
D,1960.6091127969469
D,8952.530599439602
B,8408.506855897162
A,9047.927043490103
B,1983.8319983496913
A,9730.58733462854
B,1004.9066416751868
C,1389.6707851225372
C,1940.546532092703
B,1242.5287225591048
D,8591.86473153535
B,6555.71880702802
B,6333.672504561479
C,4136.926692808042
B,8408.519952979206
C,3181.2942813937993
B,5130.968142110262
D,7721.588494499625
B,4380.187196525121
C,1169.798916287353
C,2237.362620923885
C,9269.38267101995
C,5916.922167952936
B,8163.257535582862
A,4499.002766961376
A,2256.8253512769516
D,1631.2521227521984
A,4469.478320561153
A,1371.1297907900955
A,6046.865773988001
C,1204.0984616552264
A,169.84275194324465
A,2826.5237154395177
B,3061.8993026750054
C,5504.59792916804
B,8486.984657851503
D,3396.48734359349
B,3504.9137498035716
D,7640.625909520757
D,4671.4470547465735
D,3461.037380780615
A,5988.085332823908
D,5353.492057743797
A,8107.541299851506
A,8245.197769771996
A,6146.487104612419
C,677.5768152624324
C,6998.137811205765
A,1495.3314857894145
B,1216.4322762112233
D,9910.65046500132
D,8188.622411100608
A,828.4120851327467
A,5792.7003897722725
D,4067.5089661608863
B,3331.336709223835
B,5929.201107972101
A,5782.357461722234
D,221.86877767758114
C,299.3370490641916
B,5278.117705174834
A,102.69673006750557
A,8643.151452213147
D,8193.095860358095
C,2817.2650401828128
C,4182.467912576877
C,9937.30070438932
B,7629.012904258193
A,4720.9255006638505
C,3071.2303083900865
A,188.24587196510993
A,9114.058716510284
B,127.57867785481331
B,1690.7854158729185
D,5074.151074772939
C,2946.0814779966126
D,1199.9112367047599
B,8102.236730944848
A,4033.791525780181
D,8727.512313236364
B,7295.032826625692
A,2551.014884859383
A,6449.482059818387
B,5449.747561148414
B,9017.353618077737
D,1454.1142502418875
B,9423.996456723371
A,6563.302310198347
D,2633.162222535571
D,6582.386748997544
B,7198.902634316228
D,1028.7112451421247
A,9403.81367454312
D,9286.207518521733
A,5930.946339779238
A,4333.405331897082
B,4353.488409337969
C,1367.2942711091828
D,8688.742213000995
A,8901.994820184287
A,8613.138043163732
C,1025.665020891583
D,9170.331334088187
C,5124.057206993698
D,4687.662101910117
C,8967.478980135513
A,9358.411075454502
B,5001.648042531579
B,1268.7019986776113
C,5697.674280269945
D,4761.000515961719
A,6141.164681660245
C,8792.010574844193
C,3680.076922093527
B,6082.211739295903
A,1820.1465791228227
A,6759.838281451705
C,4279.843954956991
C,2000.408795520436
D,6273.031547173243
A,7350.325785723782
B,1118.3988236429534
B,6248.52260195941
B,6862.685390085857
B,6909.7605403737025
C,8889.79936563037
B,5856.603607259621
C,133.63948949589167
D,5449.802468413464
C,5183.6196068327245
A,2952.9187721655135
B,2520.0014417444945
B,4848.461341970215
B,3968.4305007069356
D,188.09675066182234
C,4827.727750943991
A,4256.637721963527
B,2899.6641420172314
D,1450.9191617488127
A,7422.361384140611
D,6120.049137651119
B,3521.7521663637026
A,3238.9450406310702
D,3057.439010471802
B,7531.52262269438
B,7504.02524527456
C,7530.003060576703
B,7975.951807924984
C,5489.82613767374
D,8385.079928835135
C,32.85411429254885
C,8209.08054994931
B,2131.1130991674045
C,2713.2871134470056
B,3127.5432737927295
D,4264.024176113756
B,2160.9642251901732
D,1133.160627884947
A,7372.3740467316275
D,8263.852145037336
C,3078.4115224594734
D,8829.225806030698
A,7432.0330932498255
C,8418.611873494214
D,5036.9248864998535
D,9771.041351384323
A,4942.579752313971
C,660.0711875950059
A,8368.682191534122
A,9320.183167302159
A,4565.501684320284
A,4477.004450719557
D,2911.752976529016
C,4814.545902669472
D,40.79513422371848
A,9298.757328545416
A,6919.654202402038
A,1941.9891420229674
B,8242.590405261219
C,2303.2487279940565
D,257.8124271537759
A,3799.0184077502627
D,214.1021599311972
A,130.8449633884282
B,619.7811658682408
C,9527.721591541922
C,6936.792037284264
D,3909.1227823735894
D,6007.650078581438
D,230.4413048309987
A,7826.509152879157
A,594.2516903036233
A,9704.01222784145
A,1924.8936279125314
A,6897.741470776428
B,5475.435013902347
C,3787.15810848255
B,9483.415431588657
D,4065.633407628936
B,3284.048272336261
B,7386.696546586644
A,5723.677512405212
C,1063.1780562184117
B,4229.245751020714
C,3337.298828946137
C,7265.164024986952
A,3466.039638233176
B,2253.056842399396
B,488.1132593246848
A,5940.442475231534
B,1806.0265137165782
D,1013.0535359987078
B,6444.789566220276
C,9668.48487486997
C,2104.4171420008647
D,5934.188547094085
C,7089.06817338692
A,7522.463759400579
A,3142.4713326280194
D,1794.6369323973474
A,7038.595583262581
B,9465.76829927089
C,6309.598500808223
A,2427.5219870598517
B,9112.448629311155
C,3257.9240491624205
D,3803.3068400409984
A,9772.191401011061
B,9221.711630681712
A,9727.705712922085
B,2123.5203776885587
C,6915.777812799739
C,618.2346272533102
D,3498.1601416725107
C,7003.1285169038965
A,2270.6072641245346
C,1830.3032565812025
B,9373.114687977944
A,5959.001890701662
C,4719.068978504427
D,5067.227134627659
D,4366.582512748128
A,9064.060526791493
C,6866.095414757999
A,8277.912595679192
C,1587.9277776730708
B,1818.318420943242
B,2827.2432943838653
B,2150.86209323086
D,3961.5519406945245
C,8167.056590007952
D,6956.087899631839
B,4320.188702108403
D,1407.72151030237
B,7815.4885299757225
C,1753.0617995950133
B,8952.338707910527
B,9183.400141694508
A,9995.726810239523
D,9993.786142088951
C,2181.254614844338
A,2615.486563006905
D,3590.0360461101463
A,9901.041075625819
C,8132.080327869839
A,9676.171101912985
A,527.2774476918619
C,7735.358644369855
A,3347.588339203617
C,4685.634943111793
C,9775.942949907198
C,1870.9027355197463
D,4320.1604257270465
B,1142.8667309701063
C,5286.651247395208
A,3941.8618339792188
A,7887.180003277006
D,6886.938810127924
A,2613.3191506913827
A,8173.241719250626
D,4411.437835510328
A,8061.977242404144
D,1345.068547558989
C,654.0614680987818
D,18.488647550942698
B,5433.96623799389
C,5644.262423928877
D,9477.125870563465
C,158.07379657388262
D,5147.068014917606
C,1135.012196087472
D,6591.899993865395
D,8334.99228563138
D,7147.955418628112
C,3033.5534485843996
A,753.8393619397099
C,4693.852714181961
B,8474.20342660859
C,5004.264928266384
A,3878.4949934018923
B,2918.2787384558937
A,2916.0733171796037
D,3688.630845601592
B,5464.457627111636
B,9392.648221338297
B,4037.8932996721737
C,9773.604076681475
B,9700.607861594792
D,6560.804398573697
C,3039.580785667513
A,5231.001222802481
B,256.8307813983834
A,6746.593125660488
B,8034.435633290389
C,4657.896466355183
B,30.417932014131278
B,1596.0112797981874
A,6639.696414544608
B,2451.5293979579646
A,5053.635432029214
C,8821.845863694123
D,6306.285119076459
D,9340.027561286975
A,1307.6108301129661
D,7104.462501548733
A,4024.3593553036453
A,9307.22131544551
C,1545.8283887684358
D,1290.954651184427
D,1003.6841149189326
B,2808.150211367608
A,2595.5293458856895
A,4013.8753441500926
B,8371.07124888208
C,8956.68135005808
B,2209.467809184579
D,3305.002665576318
B,3457.393776357381
B,2112.9659839853493
B,3613.246492398041
B,2353.5839439994284
B,6256.781060348235
D,7321.152139310286
D,2961.0662179206074
B,207.30058447596744
A,9720.042308729553
C,5204.5599995957355
D,1366.398914042411
A,9118.135536557185
A,7047.839398500857
A,4895.029051070545
A,8115.346678970866
A,7420.334486189013
A,1054.573340756935
C,7524.59757779768
C,5789.117141927252
A,3718.0288911346743
B,8421.158381954387
D,8339.040137984059
B,6551.679757247108
C,7352.379834451754
D,9183.101874904183
A,8109.909123914592
A,1445.8872586214065
B,5358.5167211440885
A,549.4549977373132
C,8311.863766662955
C,5120.089489406062
C,1221.8565235772166
A,7638.003907451388
D,8774.310930398899
A,9843.046820213827
C,2467.7224657343304
D,2349.9574576804393
C,6880.961592329675
D,4870.148705368628
A,9807.292892944713
A,6009.771024662926
A,8652.914523437223
D,4119.658196244059
A,2667.31854293988
A,8490.562611799502
A,9961.898463595266
A,4561.497441763037
D,9950.17662873706
D,2855.634109243173
D,3501.554490054162
C,9622.87144929562
D,8385.339905408255
C,4511.47192102207
D,7404.702825012046
B,8800.646643956376
B,6578.69145699541
C,2458.15659608628
A,3994.4829306184156
A,1044.1198998570444
A,7802.982167013669
D,607.4772352611969
D,8391.437143369474
B,3034.0029896854435
A,427.59377753277676
B,9480.83705002405
C,2889.44568674086
A,1485.838096865775
C,1197.740530601124
D,7115.4993339301345
C,265.3557733450612
B,5191.499477288163
C,9931.211011206991
B,177.70796313681126
B,5891.137186759605
A,6755.003194904185
C,3638.1402042712602
B,2937.5593517741404
A,5693.303473235984
B,5977.590932080155
A,3635.1112056224874
D,3863.1910366410293
B,5747.35566374005
A,295.7855046089295
B,1392.5028428474461
C,6142.646123267007
D,6329.478222545641
B,975.9423176564022
B,9990.269139276461
D,2592.7418643320425
B,7643.615733031502
B,1084.4184343549753
C,1989.2653877653074
D,5954.281749998797
D,370.0629250342195
A,8098.19103292645
D,1625.9264051649463
D,1192.286679818663
B,9900.5584868402
D,2691.678899671821
C,9818.755040984053
B,3146.337958536933
B,2780.7778069051656
A,8462.082129234168
A,8671.5576629152
C,9703.396207825812
D,3307.4442616224223
B,3992.558531996794
C,1243.6151386596475
B,1101.8513970860474
A,6583.0409798948795
A,5528.289015079108
A,534.0931747290183
D,8345.001780669576
B,9884.60698720368
C,2090.6128224334484
D,3609.6598788745705
B,4142.351433122976
B,8650.011574613489
C,6289.581728568992
B,5280.482759061199
A,8985.417199347763
C,2088.458281775566
A,9559.16084968545
C,7131.93313232222
B,7296.274377265775
A,4849.673939620298
D,2627.341874481349
B,8685.51285417813
D,6706.389488950088
C,4149.903168045181
C,9302.102755439571
B,8455.860166543118
A,1059.266807602009
C,7904.345321799329
A,6134.879123389416
B,6789.0146408593655
D,6763.608373477275
A,9495.274844167452
C,9484.851615381162
C,40.97411691076917
A,5209.322794024247
D,5465.919844717678
B,1221.5728250460302
C,1315.9602077549816
A,6024.343769635372
C,3759.5644344661814
D,1826.2010281498674
B,9806.623111612422
D,3585.0068730127405
D,2106.05918796811
D,9921.130155323499
A,8983.044773590365
C,4474.207312674132
D,661.7280078571428
A,9834.951140426692
D,9598.377138122823
C,4246.764100038838
D,5560.135440277679
B,4025.7701091205695
B,6374.70112385181
C,4882.772242703644
A,3809.7780084432015
A,206.63707293309167
D,6403.139335549884
B,8828.209859526514
B,1347.1596220422416
C,8309.409886445539
B,9956.217735236105
C,1096.1579545261009
D,3167.327121886992
A,6495.28435578838
A,3760.328957038462
C,9479.949872938041
A,994.0906963984454
D,2306.155183988495
B,2575.5711534036604
B,7458.506710584167
C,5959.297375496694
B,1057.8130176684347
A,8062.331805838169
B,3470.8173742970325
A,1536.9291066717924
D,6008.550233678716
B,2251.907934575688
C,6856.190474864536
D,4403.013360982594
B,7379.144306645498
D,5124.445276905071
B,7083.4790814737125
A,8985.721811969288
D,4034.128890608656
D,9466.244069040014
A,5018.032744435345
D,980.4642834619843
B,8362.9227382187
D,4467.582971428915
A,6694.7053462303265
C,8818.386313006638
C,6967.192066659514
C,2086.373468033678
